ID,Description,Quantity,CostPerItem,Date,,,,,,
yf10e06,"10"" nishiki kamuro peony w/purple pstl in purple ring w/4 strobe tails",375,65.91,9/03/2015,,,,,,
yf10k45,"10"" nishiki kamuro to crackling flowers",196,65.58,9/03/2015,,,,,,
yf10t18,"10"" nishiki kamuro to purple strobe w/purple strobe pistil",450,87.68,9/03/2015,,,,,,
yf10t16,"10"" nishiki kamuro to red strobe w/red strobe pistil",346,57.8,9/03/2015,,,,,,
yf10t15,"10"" nishiki kamuro to red strobe w/white strobe pistil",409,98.91,9/03/2015,,,,,,
yf10t17,"10"" nishiki kamuro to white strobe w/white strobe pistil",446,52.56,9/03/2015,,,,,,
yf10t14,"10"" nishiki kamuro w/strobing pistil",92,78.22,9/03/2015,,,,,,
yf10k88,"10"" orange to lemon to magenta peony w/crackling pistil",375,70.74,9/03/2015,,,,,,
yf10t27,"10"" purple ten thousand circles chrys",367,85.55,9/03/2015,,,,,,
yf10k72,"10"" red chrys crackling w/crackling pistil",25,70.6,9/03/2015,,,,,,
yf10k74,"10"" red crackling w/double crackling pistil",388,77.66,9/03/2015,,,,,,
yf10k64,"10"" red cycas blooms",417,60.62,9/03/2015,,,,,,
yf10k113,"10"" red cycas blooms w/blue crossette pistil w/4 red tails",146,92.15,9/03/2015,,,,,,
yf10t07,"10"" red gam to blue to red chrys w/gold coco & red pistil",167,72.44,9/03/2015,,,,,,
yf10t08,"10"" red gam to blue w/dojuble palm trees & green pisitl",254,86.25,10/03/2015,,,,,,
yf10k114,"10"" red gam to cracklng chrys w/crcklng double pist w/4 crcklng tails",296,68.69,10/03/2015,,,,,,
yf10k58,"10"" red gamboge to blue to red strobing peony",108,61.18,10/03/2015,,,,,,
yf10k59,"10"" red gamboge to blue to red to silver w/red pistil",200,83.39,10/03/2015,,,,,,
yf10k61,"10"" red gamboge to silver to green to crackling w/crackling pistil",133,61.42,10/03/2015,,,,,,
yf10t30,"10"" red peony w/brocade crown ring",17,86.65,10/03/2015,,,,,,
yf10k115,"10"" red peony w/silver palm tree pistil w/4 red tails",275,61.18,10/03/2015,,,,,,
yf10t10,"10"" red strobe nishiki kamuro w/green strobe pistil",133,59.84,10/03/2015,,,,,,
yf10t09,"10"" red strobe willow",154,98.6,10/03/2015,,,,,,
yf10k50,"10"" red strobing nishiki kamuro w/green strobing pistil",413,83.76,10/03/2015,,,,,,
yf10k41,"10"" red strobing nishiki kamuro w/red strobing pistil 872",129,88.99,10/03/2015,,,,,,
yf10m04,"10"" red to blue peony w/golden palm tree w/strobing pistil",450,91.75,11/03/2015,,,,,,
yf10k116,"10"" red to blue peony w/large white strobe pistil w/4 silver tails",46,99.83,11/03/2015,,,,,,
yf10t05,"10"" silver crown w/orange strobe pistil",163,87.91,11/03/2015,,,,,,
yf10t26,"10"" spangle chrys w/multicolor small flowers w/green pistil",138,66.02,11/03/2015,,,,,,
yf10k84,"10"" strobing to red to green peony w/red to blue pistil",492,49.63,11/03/2015,,,,,,
yf10p08,"10"" three pistils - blue & magenta & lemon 893-894",129,80.8,11/03/2015,,,,,,
yf10p07,"10"" three pistils - blue to green & red 893",150,98.13,11/03/2015,,,,,,
yf10p09,"10"" three pistils - magenta & lemon strobing 895",125,87.98,11/03/2015,,,,,,
yf10k98,"10"" three pistils (grn,red,gold strob) in nishki kamuro circle w/4 wht tls",63,81.36,11/03/2015,,,,,,
yf10t28,"10"" white strobe ten thousand circles chrys w/tail",104,76.45,11/03/2015,,,,,,
yf10m02,"10"" white strobing nishiki kamuro w/red strobing pistil 871",271,75.94,11/03/2015,,,,,,
yf10p12,"10"" willow & moon in shower - 908",63,60.05,11/03/2015,,,,,,
jsckm02,"ck 100s American Thunder (1.5"" ti slautes w/rwb tails -fast) (22s)",167,46.22,11/03/2015,,,,,,
whnck08,"ck 100s blood red dahlia, blue & white strobe mines (30s)",142,52.84,11/03/2015,,,,,,
hqm03,ck 100s blue tail to silver strobe willow w/blue stars (32 sec),221,33.2,11/03/2015,,,,,,
mtnck05,ck 100s blue tail w/red mines to chrys willow (32s),125,48.41,11/03/2015,,,,,,
cspck16,ck 100s brocade crown tail to brocade crown w/peach red pist (30 sec),480,54.1,11/03/2015,,,,,,
whnck09,ck 100s brocade crown w/brocade crown mines  (30s),288,44.54,11/03/2015,,,,,,
ldc203-100,ck 100s brocade crowns (30 sec),13,50.92,11/03/2015,,,,,,
wq13,ck 100s brocade tail to big brocade to multicolor (40 sec),329,55.15,11/03/2015,,,,,,
hqm02,ck 100s color chrys & crackling & ti salutes (40 sec),421,42.44,11/03/2015,,,,,,
yxck02,ck 100s color dahlias w/chrys mines (30s),104,54.14,12/03/2015,,,,,,
thtck01-q,ck 100s colorful white glitter pitil wheat - 24s,309,47.89,12/03/2015,,,,,,
hq15,ck 100s corolla chrys to blue w/blue pistil w/blue tail (30 sec),425,47.59,12/03/2015,,,,,,
hq14,ck 100s glittering mine to glittering coconut w/color stars (36s),63,45.39,12/03/2015,,,,,,
hq12,ck 100s gold coconut w/green strobe pistil w/green tails (30 sec),117,43.88,12/03/2015,,,,,,
whckt01,"ck 100s gold,red,green,purple,brocade tail to same clr peony",392,31.99,12/03/2015,,,,,,
ldc209-100,ck 100s golden willows w/golden tails (30 sec),196,39.49,12/03/2015,,,,,,
hqm01-grn,ck 100s green poison spider(sil whirl tl up to grn & sil glitter peonies)35s,192,47.88,12/03/2015,,,,,,
hqm06,ck 100s multicolor palm tree & ti salutes (45 sec),83,46.86,12/03/2015,,,,,,
th25-100,"ck 100s new color crossettes (mag, lem, aqua, orange) (41s)",33,68.21,12/03/2015,,,,,,
hqm01,ck 100s poison spider (sil whirl tl up to red & sil glitter peonies) 38sec,367,47.76,12/03/2015,,,,,,
whnck03,ck 100s quick silver whistles to crackling (6s),317,28.33,12/03/2015,,,,,,
whnck02,ck 100s quick silver whistles to red stars (6s),129,27.92,12/03/2015,,,,,,
whnck01,ck 100s quick silver whistles to thunder (6s),217,18.2,13/03/2015,,,,,,
hq16-q,ck 100s red octopus w/red wave tails (21s),83,36.09,13/03/2015,,,,,,
gkc156-100,"ck 100s red, green & blue crackers -36 sec",125,14.56,13/03/2015,,,,,,
th15-100,ck 100s seablue & orange crossettes w/aqua & org tails (30s),229,61.61,13/03/2015,,,,,,
hqm05,"ck 100s seablue, orange & grass green peonies & ti salutes -40 sec",88,49.51,13/03/2015,,,,,,
gkc158-100,"ck 100s seablue, red, green, golden strobes -39 sec",29,17.86,13/03/2015,,,,,,
hqp06,ck 100s silver coconut w/cherry blossom w/silver tail (32 sec),379,55.62,13/03/2015,,,,,,
ldc129-100,ck 100s silver crossettes (30 sec),50,48.51,13/03/2015,,,,,,
ny21,ck 100s silver dragon tail to green dahlias & silver strobe (40 sec),21,45.42,13/03/2015,,,,,,
hq17,ck 100s silver strobe & new color dahlias w/salutes w/color tails (30s),83,47.16,13/03/2015,,,,,,
hqm07,ck 100s silver whirlpool tail to salutes (37 sec),58,56.68,13/03/2015,,,,,,
hqp03,ck 100s silver whirlpool tail to silver & purple peonies & salutes (30 sec),442,42.51,13/03/2015,,,,,,
ny6430-28,ck 100s super brocade crown w/red strobe pistill (40 sec),46,44.31,13/03/2015,,,,,,
cspck09,ck 100s ti salutues w/red & blue tails,117,30.5,13/03/2015,,,,,,
ldc106-100,ck 100s white glittering stars (30 sec),296,49.07,13/03/2015,,,,,,
th31-100,ck 100s white glittering willow w/big red strobe pistil (41s),192,61.95,13/03/2015,,,,,,
wq16,ck 100s wht gltrng mine to red tl to blood red dahlia w/wht gltr pist (40s),254,61.57,14/03/2015,,,,,,
ldc290,ck 142s assorted stars (34 sec),46,29.06,14/03/2015,,,,,,
ldc-mix1d,ck 19s big willow(25 sec),175,12.72,14/03/2015,,,,,,
ldc-mix1c,ck 19s color scattering (25 sec),29,15.22,14/03/2015,,,,,,
ldc-mix1a,ck 19s red chrys w/tail (25 sec),288,11.17,14/03/2015,,,,,,
ldc-mix1b,ck 19s silver coconut tree (25 sec),346,14.76,14/03/2015,,,,,,
ldc-mix4c,ck 25s blue chrys w/coco pistil & report (30 sec),292,14.51,14/03/2015,,,,,,
ldc-mix4d,ck 25s color chrys w/whitles (30 sec),121,17.27,14/03/2015,,,,,,
ldc-mix3c,ck 25s happy stars (crackling) (25 sec),108,16.33,14/03/2015,,,,,,
ldc-mix3b,ck 25s red plum (25 sec),238,13.11,14/03/2015,,,,,,
mtnck01,"ck 25s thunder king w/red, white, blue tails (26s)",175,15.19,14/03/2015,,,,,,
ldc-mix4b,ck 25s thunder rain (30 sec),500,15.61,14/03/2015,,,,,,
hq10-q,ck 25s water cake - red carpet - 25 sec,225,56.58,14/03/2015,,,,,,
htnck04,"ck 36s blue tail to golden belt w/red, green & white glitter-23 sec)",409,17.03,14/03/2015,,,,,,
htnck05,ck 36s blue tail to golden willow to red (25 sec),271,20.26,14/03/2015,,,,,,
ny33,ck 36s water cake - color flower ball (crckl) to color flower ball (crckl)-10s,154,96.04,14/03/2015,,,,,,
ny32-q,ck 36s water cake - corolla (gold brocade) mines - 8 sec,238,67.95,15/03/2015,,,,,,
ld215,ck 48s water - bombettes (22 sec),183,29.46,15/03/2015,,,,,,
ldc278-49,"ck 49s asrtd brcd grn pe, xst, sil comet mines (40s)",54,46.95,15/03/2015,,,,,,
ldc273-49,"ck 49s asrtd xst, pe w/sal, sil whirl, pe w/coco pist (40s)",104,43.32,15/03/2015,,,,,,
htnck06,"ck 49s blue tail to golden spider w/blue, crcklng tl to ti flower willow (30s)",79,24.04,15/03/2015,,,,,,
mtnck03,ck 49s fresh red w/blue mines to silver glittering (21s),133,24.68,15/03/2015,,,,,,
cspck12,ck 49s golden tail to golden brocade (25 sec),442,26.44,15/03/2015,,,,,,
whnck06,ck 49s green comets to green strobe willow w/purple peony(14s),79,26.47,15/03/2015,,,,,,
mtnck02,ck 49s green glittering tail to green glittering coconut (22s),108,29.14,15/03/2015,,,,,,
htnck01,ck 49s orange w/white glitter mines to org w/wht gltr (36sec),150,24.32,15/03/2015,,,,,,
hq13,ck 49s quick ti salutes w/multicolor tails (10s),221,21.36,15/03/2015,,,,,,
whnck04,ck 49s red comets to blood red dahlia w/white strobe pist-16s,438,16.01,15/03/2015,,,,,,
whnck05,ck 49s red comets to red strobe willow w/blue peony(30s),484,25.9,15/03/2015,,,,,,
htnck07,ck 49s red tl to brcd to red; blue tl to brcd to blue; bl tl to aloes (27s),246,14.55,16/03/2015,,,,,,
hqp04,ck 49s silver glittering willow w/silver glitter tail (26 sec),363,15.08,16/03/2015,,,,,,
htnck02,"ck 9s fast (all at once), loud double crackling (4 sec)",354,8.48,16/03/2015,,,,,,
hqmg15,"ck 2"" 15s machine gun (quick -302 bright white salutes - fogette) - 6sec",263,25.48,16/03/2015,,,,,,
jsckn01,"ck 2"" 36s alternate brocade crown & ti salutes 59 sec",363,104.65,16/03/2015,,,,,,
yxck06,"ck 2"" 36s fan bauhinia (silver flying dragons w/blue core) 25 sec",409,69.6,16/03/2015,,,,,,
ny29,"ck 2"" 49s gold glittering willow w/big blue pistil w/gold gltr tails-35 sec",158,89.16,16/03/2015,,,,,,
ny27,"ck 2"" 49s multicolor crcklng palm w/gold strobe pist w/gold tails-27s",200,72.01,16/03/2015,,,,,,
ny28,"ck 2"" 49s new color (mag/grn/aqua/lem) peonies w/sil coco pist w/sil tl-30s",475,82.78,16/03/2015,,,,,,
ny26,"ck 2"" 49s ti salutes w/multicolor flower tails (55 sec)",100,85.9,16/03/2015,,,,,,
hqmg06,"ck 2"" 6s machine gun (quick121 br wht salutes-fogette) - 3sec",13,11.06,16/03/2015,,,,,,
ny30,"ck 2.5"" 36s alternate grn strb & gld gltr / brcd crwn w/grn strb pist w/tls-30s",13,76.75,16/03/2015,,,,,,
ny31,"ck 2.5"" 36s time rain palm tree w/red strobe pistil w/crackling tails-30s",179,77.93,16/03/2015,,,,,,
whnck07,ck fan 10s 1- row red strobe tail to green tips,58,16.08,16/03/2015,,,,,,
csp1r06,ck fan 13s 1-row  deep gold chrys tail w/green strobe mine,33,8.4,17/03/2015,,,,,,
hq05-q,ck fan 13s 1-row  glittering mines,158,10.64,17/03/2015,,,,,,
mt1r02,ck fan 13s 1-row  golden wave w/green glitter bouquet,221,10.31,17/03/2015,,,,,,
ny36,ck fan 13s 1-row  green wave comets & silver strobe mines,354,9.32,17/03/2015,,,,,,
mt1r03,ck fan 13s 1-row  green wave w/crackling bouquet,288,9.32,17/03/2015,,,,,,
hqmg-fan,ck fan 13s 1-row  machine gun salutes,158,9.93,17/03/2015,,,,,,
hq01-q,ck fan 13s 1-row  mine brocade crown waterfall w/red strb pist,13,11,17/03/2015,,,,,,
hq07-q,ck fan 13s 1-row  rainbow color mines,121,9.56,17/03/2015,,,,,,
csp1r01,ck fan 13s 1-row  red crossettes w/green strobe mine,254,9.11,17/03/2015,,,,,,
csp1r05,ck fan 13s 1-row  red strobe willow tail w/silver strobe mine,29,8.42,17/03/2015,,,,,,
hq06-q,ck fan 13s 1-row  red wave comets,234,8.37,17/03/2015,,,,,,
hq03,ck fan 13s 1-row  silver comets & color mines w/reports,392,10.43,17/03/2015,,,,,,
ny35,ck fan 13s 1-row  silver comets & silver strobe mines,33,8.44,17/03/2015,,,,,,
csp1r04,ck fan 13s 1-row  silver strobe willow tail w/red strobe mine,225,8.13,17/03/2015,,,,,,
csp1r03,ck fan 13s 1-row  silver tail w/red strobe mine,292,10.4,17/03/2015,,,,,,
ny34,ck fan 13s 1-row purple wave comets & white strobe mines,92,10.92,17/03/2015,,,,,,
hqn1,ck fan 15s 1-row  color mines,125,7.62,17/03/2015,,,,,,
wh1rt04,ck fan 9s 1- row blue mines,221,8.81,17/03/2015,,,,,,
wh1rt06,ck fan 9s 1- row butterfly to blue peony,342,9.68,17/03/2015,,,,,,
wh1rt05,ck fan 9s 1- row golden strobe mines,13,9.63,18/03/2015,,,,,,
wh1rt03,ck fan 9s 1- row green mines,229,11.64,18/03/2015,,,,,,
wh1rt08,ck fan 9s 1- row lemon tail to lemon peony w/lemon mine,259,9.14,18/03/2015,,,,,,
wh1rt07,ck fan 9s 1- row orange tail to orange peony w/orange mine,209,9.14,18/03/2015,,,,,,
wh1rt02,ck fan 9s 1- row red mines,325,9.47,18/03/2015,,,,,,
wh1rt09,ck fan 9s 1- row seablue tail to seablue peony w/seablue mine,288,8.78,18/03/2015,,,,,,
wh1rt01,ck fan 9s 1- row silver strobe mines,446,10.8,18/03/2015,,,,,,
sr0930-03,ck fan 9s 1-row  blue mine to silver coconut to blue,459,7.36,18/03/2015,,,,,,
sr0930-04,ck fan 9s 1-row  brocade crown to purple,238,6.97,18/03/2015,,,,,,
sr0930-02,ck fan 9s 1-row  purple mine to gold coconut to purple,325,7.44,18/03/2015,,,,,,
sr0930-05,ck fan 9s 1-row  white strobe mine to white strobe,325,6.84,18/03/2015,,,,,,
wh1rt12,ck C 9s 1- row (wipe M-to-L&R) gold comet w/blue mine,150,9.78,18/03/2015,,,,,,
wh1rt10,ck C 9s 1- row (wipe M-to-L&R) red strb tail w/green strb mine,367,9.31,18/03/2015,,,,,,
wh1rt11,ck C 9s 1- row (wipe M-to-L&R) silver comet w/magenta mine,83,10.25,18/03/2015,,,,,,
ny40,ck Z 13s 1-row wipe - brocade crown comets (5s),371,7.33,18/03/2015,,,,,,
ny41,ck Z 13s 1-row wipe - gold glittering mines (5s),25,7.93,18/03/2015,,,,,,
ny38,ck Z 13s 1-row wipe - green wave comets (5s),259,8.68,18/03/2015,,,,,,
hq08-q,ck Z 13s 1-row wipe - mine brocade crown waterfall w/red strb pist (5s),25,9.75,18/03/2015,,,,,,
hq09,ck Z 13s 1-row wipe - red wave comets (5s),13,7.39,18/03/2015,,,,,,
ny39,ck Z 13s 1-row wipe - silver comets (5s),417,9.1,19/03/2015,,,,,,
wh24-q,ck C 66s colorful stars (18s),434,35.94,19/03/2015,,,,,,
thnck01,ck fan 100s 5-branch brcd rainbow (brcd crwn & pastel clr mines)28s,300,48.8,19/03/2015,,,,,,
th17-100-q,ck fan 100s 5-way - gold wave to red mine (25s),125,65.12,19/03/2015,,,,,,
hxnck05,"ck fan 100s bl mines to bl stars w/time rain coco, sil fish(28s)",246,56.72,19/03/2015,,,,,,
jsckn02,ck fan 100s blue mines & red tail to ti salutes fast finale-13 sec,21,35.48,19/03/2015,,,,,,
yxck05,"ck fan 100s dbl layer big gold chrys(gold coco,blue stars&crckrs) (20s)",400,51.66,19/03/2015,,,,,,
hxckt01,ck fan 100s deep red w/white glitter (24s),430,46.38,19/03/2015,,,,,,
wq21,ck fan 100s gold tl to bl & sil fish w/bl & sil fish mines (17 sec),334,48.41,19/03/2015,,,,,,
th21-100,ck fan 100s peachblow (mag) & lemon crossettes w/tails to salutes (30s),417,73.91,19/03/2015,,,,,,
hxnck04,ck fan 100s red & time rain mines (25s),142,53.06,19/03/2015,,,,,,
th16-100-q,"ck fan 100s red wave tail to white strobe, blue mines (27s)",163,60.02,19/03/2015,,,,,,
cspck23,"ck fan 100s red, green, blue tails to white glittering waterfalls (20 sec)",213,45.32,19/03/2015,,,,,,
mtnck07,ck fan 100s silver silk w/multicolor glittering   (36s),430,41.15,19/03/2015,,,,,,
wq20,ck fan 100s silver whirl to silver chrys (30 sec),455,56.51,19/03/2015,,,,,,
hxb10004,ck fan 100s silver world (24s),71,66.18,19/03/2015,,,,,,
hxnck03,"ck fan 100s white glittering & blue mines, red tiger tls (26s)",92,37.86,19/03/2015,,,,,,
thnck02,ck fan 110s gold glittering tail to blue & red mines 18sec,83,73.58,19/03/2015,,,,,,
hxb11001,ck fan 110s white strobe waterfall (22s),375,58.23,20/03/2015,,,,,,
ny6420-2,ck fan 120s grn mn to grn strb&pnk dahl;sil strb&pnk pe;crklng;rd&lem xst-24s,100,22.93,20/03/2015,,,,,,
cspck05-q,ck fan 130s red strobe mine to silver whirl,138,61.91,20/03/2015,,,,,,
th22-130,"ck fan 130s three layer mines - wht gltr, red, blue (26s)",271,76.21,20/03/2015,,,,,,
wh58-150,ck fan 150s color flashing tails (30s),409,72.33,20/03/2015,,,,,,
hxb15001,ck fan 150s garden in the air (22s),300,80.16,20/03/2015,,,,,,
lda224,ck fan 150s peacock exercise w/color tails & blue mines (21s),42,42.6,20/03/2015,,,,,,
hqm10,"ck fan 182s silver strobe mine up to red,grn,pur dahlias & whistles-22 s",146,50.09,20/03/2015,,,,,,
hqp02,ck fan 280s 3 times whistle to red stars & ti salutes (20s),246,57.89,21/03/2015,,,,,,
thnck06,ck fan 280s 3 times whistles to salutes 18sec,442,87.61,21/03/2015,,,,,,
thtck04-q,ck fan 280s 7-branch red glitter pistil wave tl & blue tl - 10s,58,74.25,21/03/2015,,,,,,
jsckn03,"ck fan 280s red mines, ti salutes & silver whistles fast finale 9sec",367,73.5,21/03/2015,,,,,,
thnck05,ck fan 280s silver tail to whistle to green stars 20sec,150,78.87,21/03/2015,,,,,,
ny6415-1q,ck fan 372s brocade crown & blue stars (30 sec),446,66.72,21/03/2015,,,,,,
ny6415-2q,"ck fan 372s peachblow (magenta), lemon & sea blue stars(25 sec)",238,110.09,21/03/2015,,,,,,
lda154,"ck fan 45s red, white, blue tails (15 sec)",54,57.1,21/03/2015,,,,,,
hqmg7,ck fan 49s (7x7) quick machine gun salutes) - 10sec,234,32.99,21/03/2015,,,,,,
ny6430-3,ck fan 49s 3-stage whistles - 20sec,284,22.19,21/03/2015,,,,,,
ny6430-5s,ck fan 49s colorful crossettes (red/green/lemon/silver) to ti salutes-20s,309,16.6,21/03/2015,,,,,,
ny6430-1,"ck fan 49s red, white & blue peonies - 22sec",138,30.66,21/03/2015,,,,,,
mtnck04,ck fan 49s titanium chrys w/red & green pistil (24s),338,24.14,21/03/2015,,,,,,
wh52-50,ck fan 50s silver strobe w/silver coco pistil w/silver tails (24s),229,56.36,21/03/2015,,,,,,
fc5630-02,ck fan 56s brocade mine up to special white strobe (24s),196,24.87,21/03/2015,,,,,,
fc5630-03,ck fan 56s purple mine up to golden ti willow (24s),446,24.97,21/03/2015,,,,,,
fc5630-04,ck fan 56s silver diamond mine up to silver crown (24s),459,29.64,21/03/2015,,,,,,
fc5630-05,ck fan 56s snowflake willow mine up to snowflake willow (24s),33,20.72,21/03/2015,,,,,,
hqp05-q,ck fan 65s brocade waterfall mines w/big silver strobe pistil (16 sec),254,24.13,21/03/2015,,,,,,
hqnck01,ck fan 65s glittering crackling mines w/red stars - 25sec,467,33.55,22/03/2015,,,,,,
ny6430-14,ck fan 65s silver whirlpool tail to lemon & peachblow (mgnta) peonies-18s,463,32.19,22/03/2015,,,,,,
fk13-q,ck fan 80s color strobe willow - 23 sec,100,65.34,22/03/2015,,,,,,
hxb8001,ck fan 80s icing on the cake (24s),375,56.05,22/03/2015,,,,,,
lda192,ck fan 80s silver lions to color crackling chrys (30 sec),29,39.59,22/03/2015,,,,,,
ldc-mix2d,ck fan 8x3s blue crackling stars (25 sec),250,14.28,22/03/2015,,,,,,
hxnck06,ck fan 90s red mines & silver whirls (26s),500,40.91,22/03/2015,,,,,,
fc9030-02,ck fan 90s silver crown mines (24s),238,45.94,22/03/2015,,,,,,
fc9030-03,ck fan 90s white strobe mines (24s),400,49.61,22/03/2015,,,,,,
ldc-mix2c,"ck fan 9x5s red, white & blue tails (25 sec)",88,19.38,22/03/2015,,,,,,
cspck06,"ck fan(5part) 300s red crossette, silver whirl & blue stars",29,90.22,22/03/2015,,,,,,
cspck07,ck fan(7part) 300s deep gold & peachblow (magenta) tails,158,60.68,22/03/2015,,,,,,
wh60-198,"ck IVW 198s ""show in a box"" mixed effects (3 min)",384,96.63,22/03/2015,,,,,,
lda242-110,ck R 110s brocade crown tails (22s),234,53.09,22/03/2015,,,,,,
lda276-110,ck R 110s gold strobing tails (22s),375,56.61,22/03/2015,,,,,,
yxck01,"ck S 100s blue tail to golden horse tail w/blue core, gold strb mines (20s)",179,48.12,22/03/2015,,,,,,
wh53-100q,ck S 100s fresh color comets w/silver glitter mines (20s),496,70.59,22/03/2015,,,,,,
whnck10,"ck S 100s peach, lemon & water green mines-20sec",396,46.99,22/03/2015,,,,,,
whnck11,ck S 100s rd/grn comets to rd/grn falling leaves w/blue stars-20s,125,50.05,22/03/2015,,,,,,
wq15,ck S 180s double purple & green crossettes (10 sec),196,45.31,23/03/2015,,,,,,
wq19,ck S 180s double red & green time rain willow (20 sec),292,51.36,23/03/2015,,,,,,
hxnck01,"ck S 182s red,grn,lem,pur stars w/crossettes (22s)",334,41.75,23/03/2015,,,,,,
hq11,ck V 100s green strobe mine to flower shuttle w/blue stars (30s),38,50.81,23/03/2015,,,,,,
lda189,ck V 150s silver crown to red and green (30s),254,54.06,23/03/2015,,,,,,
ht237-blue,ck V 50s blue daytime smoke comet w/crackling (15 sec),446,34.39,23/03/2015,,,,,,
ht237-grn,ck V 50s green daytime smoke comet w/crackling (15 sec),108,40.29,23/03/2015,,,,,,
